DATE,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyRelativeHumidity,HourlyStationPressure,HourlyVisibility,HourlyWindDirection,HourlyWindSpeed,holiday,weekend,day,hour
2019-05-30 19:54:00,55.0,62,0.00,78.0,29.69,10.00,210,13.0,False,False,2019-05-30,19
2019-05-30 20:54:00,54.0,60,0.0,80.0,29.68,10.00,200,10.0,False,False,2019-05-30,20
2019-05-30 21:54:00,55.0,59,0.01,87.0,29.66,10.00,210,8.0,False,False,2019-05-30,21
2019-05-30 22:54:00,55.0,58,0.08,90.0,29.64,6.00,200,10.0,False,False,2019-05-30,22
2019-05-30 23:54:00,55.0,58,0.14,90.0,29.62,4.00,200,7.0,False,False,2019-05-30,23
2019-05-31 00:54:00,55.0,58,0.07,90.0,29.60,10.00,0,0.0,False,False,2019-05-31,0
2019-05-31 01:54:00,55.0,58,0.0,90.0,29.58,10.00,210,6.0,False,False,2019-05-31,1
2019-05-31 02:54:00,55.0,58,0.00,90.0,29.60,10.00,220,9.0,False,False,2019-05-31,2
2019-05-31 03:54:00,56.0,59,0.0,90.0,29.59,10.00,240,6.0,False,False,2019-05-31,3
2019-05-31 04:54:00,57.0,61,0.00,87.0,29.61,10.00,280,8.0,False,False,2019-05-31,4
2019-05-31 05:54:00,58.0,64,0.00,81.0,29.63,10.00,290,9.0,False,False,2019-05-31,5
2019-05-31 06:54:00,60.0,68,0.00,76.0,29.64,10.00,300,8.0,False,False,2019-05-31,6
2019-05-31 07:54:00,59.0,72,0.00,64.0,29.66,10.00,330,13.0,False,False,2019-05-31,7
2019-05-31 08:54:00,57.0,73,0.00,57.0,29.68,10.00,350,9.0,False,False,2019-05-31,8
2019-05-31 09:54:00,55.0,75,0.00,50.0,29.71,10.00,350,8.0,False,False,2019-05-31,9
2019-05-31 10:54:00,53.0,63,0.00,70.0,29.74,10.00,80,17.0,False,False,2019-05-31,10
2019-05-31 11:54:00,52.0,60,0.00,75.0,29.75,10.00,80,15.0,False,False,2019-05-31,11
2019-05-31 12:54:00,51.0,62,0.00,67.0,29.75,10.00,110,13.0,False,False,2019-05-31,12
2019-05-31 13:54:00,50.0,62,0.00,65.0,29.74,10.00,100,8.0,False,False,2019-05-31,13
2019-05-31 14:54:00,49.0,63,0.00,60.0,29.74,10.00,100,13.0,False,False,2019-05-31,14
2019-05-31 15:54:00,49.0,64,0.00,58.0,29.74,10.00,100,15.0,False,False,2019-05-31,15
2019-05-31 16:54:00,49.0,63,0.00,60.0,29.74,10.00,100,11.0,False,False,2019-05-31,16
2019-05-31 17:54:00,51.0,63,0.00,65.0,29.74,10.00,120,13.0,False,False,2019-05-31,17
2019-05-31 18:54:00,52.0,62,0.00,70.0,29.76,10.00,100,7.0,False,False,2019-05-31,18
2019-05-31 19:54:00,51.0,61,0.00,70.0,29.77,10.00,120,7.0,False,False,2019-05-31,19
2019-05-31 20:54:00,51.0,59,0.00,75.0,29.79,10.00,120,6.0,False,False,2019-05-31,20
2019-05-31 21:54:00,55.0,61,0.00,81.0,29.78,10.00,170,5.0,False,False,2019-05-31,21
2019-05-31 22:54:00,55.0,61,0.00,81.0,29.78,10.00,200,7.0,False,False,2019-05-31,22
2019-05-31 23:54:00,56.0,61,0.00,84.0,29.78,10.00,240,8.0,False,False,2019-05-31,23
2019-06-01 00:54:00,56.0,60,0.00,86.0,29.77,10.00,200,9.0,False,True,2019-06-01,0
2019-06-01 01:54:00,56.0,60,0.00,86.0,29.77,7.00,210,7.0,False,True,2019-06-01,1
2019-06-01 02:54:00,57.0,59,0.00,93.0,29.77,6.00,220,7.0,False,True,2019-06-01,2
2019-06-01 03:54:00,56.0,60,0.00,86.0,29.80,9.00,310,10.0,False,True,2019-06-01,3
2019-06-01 04:54:00,54.0,57,0.00,90.0,29.84,6.00,0,0.0,False,True,2019-06-01,4
2019-06-01 05:54:00,53.0,60,0.00,78.0,29.85,10.00,360,6.0,False,True,2019-06-01,5
2019-06-01 06:54:00,52.0,61,0.00,72.0,29.85,10.00,40,6.0,False,True,2019-06-01,6
2019-06-01 07:54:00,53.0,62,0.00,73.0,29.85,10.00,30,7.0,False,True,2019-06-01,7
2019-06-01 08:54:00,54.0,61,0.00,78.0,29.86,10.00,80,10.0,False,True,2019-06-01,8
2019-06-01 09:54:00,54.0,59,0.00,83.0,29.86,1.00,100,9.0,False,True,2019-06-01,9
2019-06-01 10:54:00,55.0,62,0.00,78.0,29.86,2.00,90,6.0,False,True,2019-06-01,10
2019-06-01 11:54:00,56.0,62,0.00,80.0,29.84,10.00,70,10.0,False,True,2019-06-01,11
2019-06-01 12:54:00,56.0,63,0.00,78.0,29.82,10.00,80,10.0,False,True,2019-06-01,12
2019-06-01 13:54:00,54.0,59,0.00,83.0,29.82,1.50,70,10.0,False,True,2019-06-01,13
2019-06-01 14:54:00,54.0,58,0.00,87.0,29.82,0.25,90,16.0,False,True,2019-06-01,14
2019-06-01 15:54:00,54.0,57,0.00,90.0,29.81,0.25,90,13.0,False,True,2019-06-01,15
2019-06-01 16:54:00,54.0,57,0.00,90.0,29.81,0.25,80,9.0,False,True,2019-06-01,16
2019-06-01 17:54:00,53.0,56,0.00,90.0,29.80,0.25,70,10.0,False,True,2019-06-01,17
2019-06-01 18:54:00,53.0,56,0.00,90.0,29.81,0.25,60,9.0,False,True,2019-06-01,18
2019-06-01 19:54:00,53.0,56,0.00,90.0,29.82,0.25,60,9.0,False,True,2019-06-01,19
2019-06-01 20:54:00,52.0,54,0.00,93.0,29.82,1.00,70,8.0,False,True,2019-06-01,20
2019-06-01 21:54:00,52.0,54,0.00,93.0,29.81,1.50,80,6.0,False,True,2019-06-01,21
2019-06-01 22:54:00,53.0,54,0.00,97.0,29.81,0.25,60,5.0,False,True,2019-06-01,22
2019-06-01 23:54:00,53.0,55,0.00,93.0,29.80,0.50,60,6.0,False,True,2019-06-01,23
2019-06-02 00:54:00,52.0,54,0.00,93.0,29.79,0.50,60,7.0,False,True,2019-06-02,0
2019-06-02 01:54:00,52.0,54,0.00,93.0,29.77,0.25,60,7.0,False,True,2019-06-02,1
2019-06-02 02:54:00,52.0,54,0.00,93.0,29.75,0.75,70,8.0,False,True,2019-06-02,2
2019-06-02 03:54:00,51.0,53,0.00,93.0,29.74,0.50,80,8.0,False,True,2019-06-02,3
2019-06-02 04:54:00,52.0,54,0.00,93.0,29.73,0.25,70,8.0,False,True,2019-06-02,4
2019-06-02 05:54:00,52.0,54,0.00,93.0,29.74,0.50,70,7.0,False,True,2019-06-02,5
2019-06-02 06:54:00,52.0,54,0.00,93.0,29.76,0.50,80,7.0,False,True,2019-06-02,6
2019-06-02 07:54:00,52.0,54,0.00,93.0,29.76,2.00,80,5.0,False,True,2019-06-02,7
2019-06-02 08:54:00,52.0,56,0.00,87.0,29.75,10.00,80,6.0,False,True,2019-06-02,8
2019-06-02 09:54:00,52.0,57,0.00,83.0,29.75,10.00,110,7.0,False,True,2019-06-02,9
2019-06-02 10:54:00,53.0,59,0.00,81.0,29.74,10.00,70,7.0,False,True,2019-06-02,10
2019-06-02 11:54:00,54.0,60,0.00,80.0,29.72,10.00,70,9.0,False,True,2019-06-02,11
2019-06-02 12:54:00,54.0,61,0.00,78.0,29.70,10.00,80,11.0,False,True,2019-06-02,12
2019-06-02 13:54:00,54.0,61,0.00,78.0,29.67,10.00,90,14.0,False,True,2019-06-02,13
2019-06-02 14:54:00,54.0,58,0.00,87.0,29.65,2.00,100,11.0,False,True,2019-06-02,14
2019-06-02 15:54:00,54.0,57,0.00,90.0,29.63,0.50,80,14.0,False,True,2019-06-02,15
2019-06-02 16:54:00,54.0,57,0.00,90.0,29.61,0.50,80,9.0,False,True,2019-06-02,16
2019-06-02 17:54:00,54.0,59,0.00,83.0,29.65,6.00,30,16.0,False,True,2019-06-02,17
2019-06-02 18:54:00,54.0,59,0.00,83.0,29.65,10.00,60,10.0,False,True,2019-06-02,18
2019-06-02 19:54:00,53.0,57,0.00,87.0,29.65,10.00,110,8.0,False,True,2019-06-02,19
2019-06-02 20:54:00,53.0,57,0.00,87.0,29.66,10.00,90,6.0,False,True,2019-06-02,20
2019-06-02 21:54:00,54.0,58,0.00,87.0,29.65,10.00,30,5.0,False,True,2019-06-02,21
2019-06-02 22:54:00,55.0,58,0.03,90.0,29.65,10.00,30,3.0,False,True,2019-06-02,22
2019-06-02 23:54:00,56.0,60,0.01,86.0,29.66,8.00,260,5.0,False,True,2019-06-02,23
2019-06-03 00:54:00,57.0,63,0.03,81.0,29.65,7.00,290,10.0,False,False,2019-06-03,0
2019-06-03 01:54:00,52.0,61,0.01,72.0,29.65,10.00,300,11.0,False,False,2019-06-03,1
2019-06-03 02:54:00,50.0,59,0.00,72.0,29.65,10.00,300,9.0,False,False,2019-06-03,2
2019-06-03 03:54:00,46.0,59,0.00,62.0,29.67,10.00,280,9.0,False,False,2019-06-03,3
2019-06-03 04:54:00,43.0,59,0.00,56.0,29.69,10.00,270,11.0,False,False,2019-06-03,4
2019-06-03 05:54:00,40.0,59,0.00,49.0,29.73,10.00,260,13.0,False,False,2019-06-03,5
2019-06-03 06:54:00,36.0,61,0.00,39.0,29.76,10.00,260,13.0,False,False,2019-06-03,6
2019-06-03 07:54:00,36.0,63,0.00,37.0,29.76,10.00,270,14.0,False,False,2019-06-03,7
2019-06-03 08:54:00,32.0,66,0.00,28.0,29.75,10.00,270,16.0,False,False,2019-06-03,8
2019-06-03 09:54:00,30.0,68,0.00,24.0,29.75,10.00,280,15.0,False,False,2019-06-03,9
2019-06-03 10:54:00,32.0,69,0.00,25.0,29.75,10.00,250,16.0,False,False,2019-06-03,10
2019-06-03 11:54:00,32.0,71,0.00,24.0,29.74,10.00,260,17.0,False,False,2019-06-03,11
2019-06-03 12:54:00,30.0,72,0.00,21.0,29.73,10.00,260,23.0,False,False,2019-06-03,12
2019-06-03 13:54:00,31.0,73,0.00,21.0,29.73,10.00,280,16.0,False,False,2019-06-03,13
2019-06-03 14:54:00,28.0,72,0.00,19.0,29.74,10.00,260,21.0,False,False,2019-06-03,14
2019-06-03 15:54:00,30.0,71,0.00,22.0,29.77,10.00,270,22.0,False,False,2019-06-03,15
2019-06-03 16:54:00,32.0,68,0.00,26.0,29.79,10.00,280,18.0,False,False,2019-06-03,16
2019-06-03 17:54:00,33.0,66,0.00,29.0,29.82,10.00,290,20.0,False,False,2019-06-03,17
2019-06-03 18:54:00,35.0,64,0.00,34.0,29.87,10.00,300,22.0,False,False,2019-06-03,18
2019-06-03 19:54:00,36.0,62,0.00,38.0,29.91,10.00,290,18.0,False,False,2019-06-03,19
2019-06-03 20:54:00,37.0,60,0.00,42.0,29.94,10.00,290,15.0,False,False,2019-06-03,20
2019-06-03 21:54:00,37.0,59,0.00,44.0,29.95,10.00,290,14.0,False,False,2019-06-03,21
2019-06-03 22:54:00,38.0,58,0.00,48.0,29.96,10.00,270,14.0,False,False,2019-06-03,22
2019-06-03 23:54:00,38.0,57,0.00,49.0,29.95,10.00,270,13.0,False,False,2019-06-03,23
2019-06-04 00:54:00,37.0,56,0.00,49.0,29.95,10.00,280,11.0,False,False,2019-06-04,0
2019-06-04 01:54:00,36.0,56,0.00,47.0,29.96,10.00,280,11.0,False,False,2019-06-04,1
2019-06-04 02:54:00,36.0,55,0.00,49.0,29.97,10.00,260,9.0,False,False,2019-06-04,2
2019-06-04 03:54:00,36.0,55,0.00,49.0,29.99,10.00,280,10.0,False,False,2019-06-04,3
2019-06-04 04:54:00,36.0,55,0.00,49.0,30.00,10.00,280,10.0,False,False,2019-06-04,4
2019-06-04 05:54:00,36.0,56,0.00,47.0,30.01,10.00,280,10.0,False,False,2019-06-04,5
2019-06-04 06:54:00,37.0,58,0.00,46.0,30.01,10.00,VRB,8.0,False,False,2019-06-04,6
2019-06-04 07:54:00,39.0,62,0.00,43.0,30.02,10.00,260,7.0,False,False,2019-06-04,7
2019-06-04 08:54:00,40.0,64,0.00,41.0,30.02,10.00,260,5.0,False,False,2019-06-04,8
2019-06-04 09:54:00,39.0,67,0.00,36.0,30.01,10.00,VRB,8.0,False,False,2019-06-04,9
2019-06-04 10:54:00,37.0,68,0.00,32.0,30.00,10.00,310,9.0,False,False,2019-06-04,10
2019-06-04 11:54:00,37.0,68,0.00,32.0,29.99,10.00,270,10.0,False,False,2019-06-04,11
2019-06-04 12:54:00,34.0,71,0.00,26.0,29.96,10.00,280,14.0,False,False,2019-06-04,12
2019-06-04 13:54:00,34.0,72,0.00,25.0,29.94,10.00,270,10.0,False,False,2019-06-04,13
2019-06-04 14:54:00,34.0,70,0.00,27.0,29.93,10.00,290,10.0,False,False,2019-06-04,14
2019-06-04 15:54:00,32.0,71,0.00,24.0,29.92,10.00,310,14.0,False,False,2019-06-04,15
2019-06-04 16:54:00,33.0,70,0.00,26.0,29.92,10.00,290,11.0,False,False,2019-06-04,16
2019-06-04 17:54:00,35.0,69,0.00,29.0,29.93,10.00,300,8.0,False,False,2019-06-04,17
2019-06-04 18:54:00,35.0,69,0.00,29.0,29.94,10.00,320,5.0,False,False,2019-06-04,18
2019-06-04 19:54:00,35.0,69,0.00,29.0,29.93,10.00,290,9.0,False,False,2019-06-04,19
2019-06-04 20:54:00,37.0,67,0.00,33.0,29.94,10.00,270,7.0,False,False,2019-06-04,20
2019-06-04 21:54:00,42.0,65,0.00,43.0,29.94,10.00,210,11.0,False,False,2019-06-04,21
2019-06-04 22:54:00,44.0,64,0.00,48.0,29.94,10.00,240,11.0,False,False,2019-06-04,22
2019-06-04 23:54:00,46.0,63,0.00,54.0,29.92,10.00,220,11.0,False,False,2019-06-04,23
2019-06-05 00:54:00,49.0,61,0.00,65.0,29.90,10.00,170,7.0,False,False,2019-06-05,0
2019-06-05 01:54:00,50.0,61,0.0,67.0,29.88,10.00,170,7.0,False,False,2019-06-05,1
2019-06-05 02:54:00,49.0,61,0.0,65.0,29.84,10.00,190,11.0,False,False,2019-06-05,2
2019-06-05 03:54:00,47.0,63,0.00,56.0,29.82,10.00,210,13.0,False,False,2019-06-05,3
2019-06-05 04:54:00,46.0,67,0.00,47.0,29.82,10.00,220,16.0,False,False,2019-06-05,4
2019-06-05 05:54:00,48.0,68,0.00,49.0,29.83,10.00,240,14.0,False,False,2019-06-05,5
2019-06-05 06:54:00,50.0,69,0.00,51.0,29.84,10.00,240,15.0,False,False,2019-06-05,6
2019-06-05 07:54:00,51.0,73,0.00,46.0,29.84,10.00,240,16.0,False,False,2019-06-05,7
2019-06-05 08:54:00,52.0,75,0.00,45.0,29.83,10.00,250,16.0,False,False,2019-06-05,8
2019-06-05 09:54:00,53.0,77,0.00,43.0,29.82,10.00,230,11.0,False,False,2019-06-05,9
2019-06-05 10:54:00,54.0,80,0.00,41.0,29.81,10.00,250,14.0,False,False,2019-06-05,10
2019-06-05 11:54:00,54.0,82,0.00,38.0,29.79,10.00,260,10.0,False,False,2019-06-05,11
2019-06-05 12:54:00,56.0,83,0.00,40.0,29.77,10.00,230,10.0,False,False,2019-06-05,12
2019-06-05 13:54:00,57.0,83,0.00,41.0,29.75,10.00,200,13.0,False,False,2019-06-05,13
2019-06-05 14:54:00,58.0,81,0.00,45.0,29.74,10.00,190,16.0,False,False,2019-06-05,14
2019-06-05 15:54:00,60.0,80,0.00,51.0,29.73,10.00,170,13.0,False,False,2019-06-05,15
2019-06-05 16:54:00,61.0,78,0.00,56.0,29.73,10.00,190,11.0,False,False,2019-06-05,16
2019-06-05 17:54:00,58.0,77,0.00,52.0,29.72,10.00,190,16.0,False,False,2019-06-05,17
2019-06-05 18:54:00,58.0,75,0.00,55.0,29.72,10.00,190,14.0,False,False,2019-06-05,18
2019-06-05 19:54:00,59.0,74,0.00,60.0,29.73,10.00,220,13.0,False,False,2019-06-05,19
2019-06-05 20:54:00,60.0,71,0.00,68.0,29.72,10.00,190,8.0,False,False,2019-06-05,20
2019-06-05 21:54:00,62.0,69,0.00,78.0,29.70,10.00,190,11.0,False,False,2019-06-05,21
2019-06-05 22:54:00,64.0,69,0.0,84.0,29.69,10.00,200,9.0,False,False,2019-06-05,22
2019-06-05 23:54:00,64.0,68,0.05,87.0,29.66,5.00,200,8.0,False,False,2019-06-05,23
2019-06-06 00:54:00,65.0,69,0.01,87.0,29.64,9.00,220,11.0,False,False,2019-06-06,0
2019-06-06 01:54:00,66.0,71,0.00,84.0,29.62,10.00,220,13.0,False,False,2019-06-06,1
2019-06-06 02:54:00,66.0,71,0.0,84.0,29.60,10.00,210,11.0,False,False,2019-06-06,2
2019-06-06 03:54:00,66.0,71,0.00,84.0,29.59,10.00,210,13.0,False,False,2019-06-06,3
2019-06-06 04:54:00,65.0,70,0.00,84.0,29.60,10.00,190,10.0,False,False,2019-06-06,4
2019-06-06 05:54:00,65.0,69,0.0,87.0,29.60,10.00,190,10.0,False,False,2019-06-06,5
2019-06-06 06:54:00,67.0,72,0.0,84.0,29.60,10.00,210,10.0,False,False,2019-06-06,6
2019-06-06 07:54:00,67.0,75,0.00,76.0,29.61,10.00,240,10.0,False,False,2019-06-06,7
2019-06-06 08:54:00,65.0,77,0.00,66.0,29.62,10.00,VRB,14.0,False,False,2019-06-06,8
2019-06-06 09:54:00,62.0,68,0.00,81.0,29.66,10.00,20,13.0,False,False,2019-06-06,9
2019-06-06 10:54:00,60.0,68,0.00,76.0,29.69,10.00,50,11.0,False,False,2019-06-06,10
2019-06-06 11:54:00,60.0,67,0.00,79.0,29.70,10.00,80,10.0,False,False,2019-06-06,11
2019-06-06 12:54:00,60.0,69,0.00,73.0,29.71,10.00,80,10.0,False,False,2019-06-06,12
2019-06-06 13:54:00,59.0,68,0.00,73.0,29.72,10.00,100,13.0,False,False,2019-06-06,13
2019-06-06 14:54:00,58.0,65,0.00,78.0,29.73,10.00,100,15.0,False,False,2019-06-06,14
2019-06-06 15:54:00,57.0,64,0.00,78.0,29.74,10.00,120,11.0,False,False,2019-06-06,15
2019-06-06 16:54:00,57.0,65,0.00,76.0,29.75,10.00,100,13.0,False,False,2019-06-06,16
2019-06-06 17:54:00,57.0,65,0.00,76.0,29.77,10.00,100,10.0,False,False,2019-06-06,17
2019-06-06 18:54:00,57.0,65,0.00,76.0,29.78,10.00,120,6.0,False,False,2019-06-06,18
2019-06-06 19:54:00,57.0,65,0.00,76.0,29.79,10.00,160,6.0,False,False,2019-06-06,19
2019-06-06 20:54:00,58.0,65,0.00,78.0,29.81,10.00,180,5.0,False,False,2019-06-06,20
2019-06-06 21:54:00,58.0,65,0.00,78.0,29.82,10.00,0,0.0,False,False,2019-06-06,21
2019-06-06 22:54:00,57.0,67,0.00,71.0,29.83,10.00,210,3.0,False,False,2019-06-06,22
2019-06-06 23:54:00,58.0,68,0.00,70.0,29.83,10.00,220,5.0,False,False,2019-06-06,23
2019-06-07 00:54:00,59.0,67,0.00,76.0,29.84,10.00,210,5.0,False,False,2019-06-07,0
2019-06-07 01:54:00,59.0,67,0.00,76.0,29.83,10.00,0,0.0,False,False,2019-06-07,1
2019-06-07 02:54:00,59.0,67,0.00,76.0,29.84,10.00,300,8.0,False,False,2019-06-07,2
2019-06-07 03:54:00,53.0,65,0.00,66.0,29.85,10.00,330,6.0,False,False,2019-06-07,3
2019-06-07 04:54:00,52.0,64,0.00,65.0,29.87,10.00,340,7.0,False,False,2019-06-07,4
2019-06-07 05:54:00,49.0,68,0.00,51.0,29.88,10.00,350,6.0,False,False,2019-06-07,5
2019-06-07 06:54:00,48.0,70,0.00,46.0,29.89,10.00,30,7.0,False,False,2019-06-07,6
2019-06-07 07:54:00,46.0,72,0.00,40.0,29.90,10.00,40,7.0,False,False,2019-06-07,7
2019-06-07 08:54:00,48.0,72,0.00,43.0,29.90,10.00,80,9.0,False,False,2019-06-07,8
2019-06-07 09:54:00,49.0,71,0.00,46.0,29.91,10.00,80,13.0,False,False,2019-06-07,9
2019-06-07 10:54:00,47.0,72,0.00,41.0,29.92,10.00,100,11.0,False,False,2019-06-07,10
2019-06-07 11:54:00,51.0,67,0.00,57.0,29.92,10.00,120,11.0,False,False,2019-06-07,11
2019-06-07 12:54:00,48.0,69,0.00,47.0,29.90,10.00,110,11.0,False,False,2019-06-07,12
2019-06-07 13:54:00,54.0,69,0.00,59.0,29.89,10.00,80,9.0,False,False,2019-06-07,13
2019-06-07 14:54:00,53.0,68,0.00,59.0,29.88,10.00,70,11.0,False,False,2019-06-07,14
2019-06-07 15:54:00,44.0,70,0.00,39.0,29.88,10.00,100,13.0,False,False,2019-06-07,15
2019-06-07 16:54:00,50.0,71,0.00,47.0,29.87,10.00,110,8.0,False,False,2019-06-07,16
2019-06-07 17:54:00,52.0,72,0.00,50.0,29.87,10.00,110,9.0,False,False,2019-06-07,17
2019-06-07 18:54:00,58.0,72,0.00,61.0,29.88,10.00,180,9.0,False,False,2019-06-07,18
2019-06-07 19:54:00,57.0,70,0.00,64.0,29.90,10.00,200,16.0,False,False,2019-06-07,19
2019-06-07 20:54:00,54.0,68,0.00,61.0,29.93,10.00,200,10.0,False,False,2019-06-07,20
2019-06-07 21:54:00,55.0,66,0.00,68.0,29.94,10.00,210,5.0,False,False,2019-06-07,21
2019-06-07 22:54:00,55.0,66,0.00,68.0,29.94,10.00,210,9.0,False,False,2019-06-07,22
2019-06-07 23:54:00,55.0,66,0.00,68.0,29.95,10.00,240,6.0,False,False,2019-06-07,23
2019-06-08 00:54:00,57.0,67,0.00,71.0,29.96,10.00,280,7.0,False,True,2019-06-08,0
2019-06-08 01:54:00,57.0,66,0.00,73.0,29.98,10.00,VRB,5.0,False,True,2019-06-08,1
2019-06-08 02:54:00,54.0,67,0.00,63.0,30.00,10.00,350,7.0,False,True,2019-06-08,2
2019-06-08 03:54:00,50.0,63,0.00,63.0,30.03,10.00,20,7.0,False,True,2019-06-08,3
2019-06-08 04:54:00,49.0,64,0.00,58.0,30.07,10.00,10,7.0,False,True,2019-06-08,4
2019-06-08 05:54:00,49.0,66,0.00,54.0,30.10,10.00,20,10.0,False,True,2019-06-08,5
2019-06-08 06:54:00,49.0,68,0.00,51.0,30.12,10.00,30,14.0,False,True,2019-06-08,6
2019-06-08 07:54:00,49.0,70,0.00,47.0,30.13,10.00,40,10.0,False,True,2019-06-08,7
2019-06-08 08:54:00,50.0,69,0.00,51.0,30.14,10.00,80,8.0,False,True,2019-06-08,8
2019-06-08 09:54:00,49.0,68,0.00,51.0,30.16,10.00,80,15.0,False,True,2019-06-08,9
2019-06-08 10:54:00,48.0,69,0.00,47.0,30.17,10.00,90,14.0,False,True,2019-06-08,10
2019-06-08 11:54:00,51.0,68,0.00,55.0,30.16,10.00,130,13.0,False,True,2019-06-08,11
2019-06-08 12:54:00,48.0,68,0.00,49.0,30.16,10.00,100,14.0,False,True,2019-06-08,12
2019-06-08 13:54:00,46.0,71,0.00,41.0,30.15,10.00,110,13.0,False,True,2019-06-08,13
2019-06-08 14:54:00,46.0,71,0.00,41.0,30.14,10.00,110,11.0,False,True,2019-06-08,14
2019-06-08 15:54:00,49.0,70,0.00,47.0,30.13,10.00,100,11.0,False,True,2019-06-08,15
2019-06-08 16:54:00,48.0,71,0.00,44.0,30.13,10.00,100,13.0,False,True,2019-06-08,16
2019-06-08 17:54:00,50.0,71,0.00,47.0,30.15,10.00,100,9.0,False,True,2019-06-08,17
2019-06-08 18:54:00,51.0,67,0.00,57.0,30.16,10.00,130,8.0,False,True,2019-06-08,18
2019-06-08 19:54:00,52.0,66,0.00,61.0,30.18,10.00,130,6.0,False,True,2019-06-08,19
2019-06-08 20:54:00,48.0,68,0.00,49.0,30.20,10.00,190,9.0,False,True,2019-06-08,20
2019-06-08 21:54:00,49.0,65,0.00,56.0,30.21,10.00,190,8.0,False,True,2019-06-08,21
2019-06-08 22:54:00,47.0,65,0.00,52.0,30.21,10.00,220,11.0,False,True,2019-06-08,22
2019-06-08 23:54:00,43.0,64,0.00,46.0,30.23,10.00,230,10.0,False,True,2019-06-08,23
2019-06-09 00:54:00,44.0,61,0.00,54.0,30.23,10.00,210,7.0,False,True,2019-06-09,0
2019-06-09 01:54:00,47.0,58,0.00,67.0,30.25,10.00,170,6.0,False,True,2019-06-09,1
2019-06-09 02:54:00,47.0,57,0.00,69.0,30.27,10.00,180,6.0,False,True,2019-06-09,2
2019-06-09 03:54:00,47.0,57,0.00,69.0,30.27,10.00,190,8.0,False,True,2019-06-09,3
2019-06-09 04:54:00,46.0,58,0.00,65.0,30.29,10.00,220,8.0,False,True,2019-06-09,4
2019-06-09 05:54:00,45.0,65,0.00,49.0,30.30,10.00,250,5.0,False,True,2019-06-09,5
2019-06-09 06:54:00,46.0,68,0.00,45.0,30.31,10.00,VRB,5.0,False,True,2019-06-09,6
2019-06-09 07:54:00,47.0,69,0.00,45.0,30.32,10.00,130,6.0,False,True,2019-06-09,7
2019-06-09 08:54:00,49.0,70,0.00,47.0,30.32,10.00,70,7.0,False,True,2019-06-09,8
2019-06-09 09:54:00,50.0,72,0.00,46.0,30.32,10.00,120,9.0,False,True,2019-06-09,9
2019-06-09 10:54:00,48.0,72,0.00,43.0,30.32,10.00,100,13.0,False,True,2019-06-09,10
2019-06-09 11:54:00,49.0,71,0.00,46.0,30.31,10.00,110,16.0,False,True,2019-06-09,11
2019-06-09 12:54:00,49.0,73,0.00,43.0,30.29,10.00,110,14.0,False,True,2019-06-09,12
2019-06-09 13:54:00,52.0,72,0.00,50.0,30.27,10.00,120,14.0,False,True,2019-06-09,13
2019-06-09 14:54:00,52.0,74,0.00,46.0,30.25,10.00,120,13.0,False,True,2019-06-09,14
2019-06-09 15:54:00,53.0,75,0.00,46.0,30.24,10.00,140,10.0,False,True,2019-06-09,15
2019-06-09 16:54:00,45.0,78,0.00,31.0,30.23,10.00,190,16.0,False,True,2019-06-09,16
2019-06-09 17:54:00,44.0,76,0.00,32.0,30.24,10.00,190,15.0,False,True,2019-06-09,17
2019-06-09 18:54:00,43.0,71,0.00,36.0,30.24,10.00,200,13.0,False,True,2019-06-09,18
2019-06-09 19:54:00,43.0,69,0.00,39.0,30.25,10.00,190,9.0,False,True,2019-06-09,19
2019-06-09 20:54:00,40.0,69,0.00,35.0,30.26,10.00,210,10.0,False,True,2019-06-09,20
2019-06-09 21:54:00,39.0,65,0.00,39.0,30.26,10.00,220,11.0,False,True,2019-06-09,21
2019-06-09 22:54:00,40.0,64,0.00,41.0,30.25,10.00,220,10.0,False,True,2019-06-09,22
2019-06-09 23:54:00,40.0,62,0.00,44.0,30.24,10.00,220,8.0,False,True,2019-06-09,23
2019-06-10 00:54:00,41.0,61,0.00,48.0,30.23,10.00,220,8.0,False,False,2019-06-10,0
2019-06-10 01:54:00,42.0,60,0.00,52.0,30.22,10.00,220,8.0,False,False,2019-06-10,1
2019-06-10 02:54:00,42.0,60,0.00,52.0,30.21,10.00,220,8.0,False,False,2019-06-10,2
2019-06-10 03:54:00,44.0,58,0.00,60.0,30.21,10.00,210,6.0,False,False,2019-06-10,3
2019-06-10 04:54:00,45.0,59,0.00,60.0,30.21,10.00,200,6.0,False,False,2019-06-10,4
2019-06-10 05:54:00,48.0,61,0.00,63.0,30.21,10.00,190,6.0,False,False,2019-06-10,5
2019-06-10 06:54:00,51.0,65,0.00,61.0,30.20,10.00,200,8.0,False,False,2019-06-10,6
2019-06-10 07:54:00,52.0,66,0.00,61.0,30.19,10.00,130,5.0,False,False,2019-06-10,7
2019-06-10 08:54:00,54.0,67,0.00,63.0,30.18,10.00,80,10.0,False,False,2019-06-10,8
2019-06-10 09:54:00,54.0,68,0.00,61.0,30.17,10.00,80,10.0,False,False,2019-06-10,9
2019-06-10 10:54:00,55.0,69,0.00,61.0,30.15,10.00,80,10.0,False,False,2019-06-10,10
2019-06-10 11:54:00,56.0,68,0.00,65.0,30.14,10.00,80,10.0,False,False,2019-06-10,11
